family,genus,species,Longitude,Latitude
Nereididae,Hediste,Hediste diversicolor,-4.315,53.108
Nereididae,Hediste,Hediste diversicolor,-4.315,53.106
Nereididae,Hediste,Hediste diversicolor,-4.314,53.104
Nereididae,Hediste,Hediste diversicolor,-4.314,53.109
Nereididae,Hediste,Hediste diversicolor,-4.314,53.107
Nereididae,Hediste,Hediste diversicolor,-4.314,53.119
Nereididae,Hediste,Hediste diversicolor,-4.314,53.115
Nereididae,Hediste,Hediste diversicolor,-4.312,53.104
Nereididae,Hediste,Hediste diversicolor,-4.312,53.108
Nereididae,Hediste,Hediste diversicolor,-4.312,53.109
Nereididae,Hediste,Hediste diversicolor,-4.312,53.115
Nereididae,Hediste,Hediste diversicolor,-4.312,53.103
Nereididae,Hediste,Hediste diversicolor,-4.311,53.116
Nereididae,Hediste,Hediste diversicolor,-4.311,53.143
Nereididae,Hediste,Hediste diversicolor,-4.31,53.116
Nereididae,Hediste,Hediste diversicolor,-4.307,51.737
Nereididae,Hediste,Hediste diversicolor,-4.305,50.403
Nereididae,Hediste,Hediste diversicolor,-4.303,50.392
Nereididae,Hediste,Hediste diversicolor,-4.302,50.392
Nereididae,Hediste,Hediste diversicolor,-4.302,50.393
Nereididae,Hediste,Hediste diversicolor,-4.302,50.399
Nereididae,Hediste,Hediste diversicolor,-4.302,51.727
Nereididae,Hediste,Hediste diversicolor,-4.301,57.669
Nereididae,Hediste,Hediste diversicolor,-4.3,50.39
Nereididae,Hediste,Hediste diversicolor,-4.298,57.67
Nereididae,Hediste,Hediste diversicolor,-4.294,50.387
Nereididae,Hediste,Hediste diversicolor,-4.292,50.386
Nereididae,Hediste,Hediste diversicolor,-4.292,50.39
Nereididae,Hediste,Hediste diversicolor,-4.29,53.366
Nereididae,Hediste,Hediste diversicolor,-4.289,50.394
Nereididae,Hediste,Hediste diversicolor,-4.288,50.385
Nereididae,Hediste,Hediste diversicolor,-4.286,53.371
Nereididae,Hediste,Hediste diversicolor,-4.285,53.369
Nereididae,Hediste,Hediste diversicolor,-4.284,53.368
Nereididae,Hediste,Hediste diversicolor,-4.284,53.369
Nereididae,Hediste,Hediste diversicolor,-4.284,53.156
Nereididae,Hediste,Hediste diversicolor,-4.283,53.368
Nereididae,Hediste,Hediste diversicolor,-4.281,50.405
Nereididae,Hediste,Hediste diversicolor,-4.28,50.378
Nereididae,Hediste,Hediste diversicolor,-4.279,50.378
Nereididae,Hediste,Hediste diversicolor,-4.274,53.155
Nereididae,Hediste,Hediste diversicolor,-4.273,50.374
Nereididae,Hediste,Hediste diversicolor,-4.271,53.165
Nereididae,Hediste,Hediste diversicolor,-4.271,50.378
Nereididae,Hediste,Hediste diversicolor,-4.27,53.165
Nereididae,Hediste,Hediste diversicolor,-4.27,53.164
Nereididae,Hediste,Hediste diversicolor,-4.27,53.376
Nereididae,Hediste,Hediste diversicolor,-4.269,53.165
Nereididae,Hediste,Hediste diversicolor,-4.269,50.383
Nereididae,Hediste,Hediste diversicolor,-4.269,53.164
Nereididae,Hediste,Hediste diversicolor,-4.268,50.374
Nereididae,Hediste,Hediste diversicolor,-4.268,50.373
Nereididae,Hediste,Hediste diversicolor,-4.265,52.912
Nereididae,Hediste,Hediste diversicolor,-4.264,52.912
Nereididae,Hediste,Hediste diversicolor,-4.264,52.243
Nereididae,Hediste,Hediste diversicolor,-4.262,57.679
Nereididae,Hediste,Hediste diversicolor,-4.261,53.372
Nereididae,Hediste,Hediste diversicolor,-4.26,57.679
Nereididae,Hediste,Hediste diversicolor,-4.257,57.68
Nereididae,Hediste,Hediste diversicolor,-4.255,57.68
Nereididae,Hediste,Hediste diversicolor,-4.254,50.418
Nereididae,Hediste,Hediste diversicolor,-4.254,50.389
Nereididae,Hediste,Hediste diversicolor,-4.249,50.328
Nereididae,Hediste,Hediste diversicolor,-4.249,50.377
Nereididae,Hediste,Hediste diversicolor,-4.249,50.384
Nereididae,Hediste,Hediste diversicolor,-4.248,50.39
Nereididae,Hediste,Hediste diversicolor,-4.247,57.49
Nereididae,Hediste,Hediste diversicolor,-4.246,52.913
Nereididae,Hediste,Hediste diversicolor,-4.246,50.39
Nereididae,Hediste,Hediste diversicolor,-4.245,51.722
Nereididae,Hediste,Hediste diversicolor,-4.244,51.722
Nereididae,Hediste,Hediste diversicolor,-4.242,53.179
Nereididae,Hediste,Hediste diversicolor,-4.242,51.668
Nereididae,Hediste,Hediste diversicolor,-4.241,51.632
Nereididae,Hediste,Hediste diversicolor,-4.241,53.179
Nereididae,Hediste,Hediste diversicolor,-4.24,51.647
Nereididae,Hediste,Hediste diversicolor,-4.24,51.632
Nereididae,Hediste,Hediste diversicolor,-4.239,50.467
Nereididae,Hediste,Hediste diversicolor,-4.238,51.644
Nereididae,Hediste,Hediste diversicolor,-4.236,51.641
Nereididae,Hediste,Hediste diversicolor,-4.236,50.468
Nereididae,Hediste,Hediste diversicolor,-4.235,50.468
Nereididae,Hediste,Hediste diversicolor,-4.235,51.637
Nereididae,Hediste,Hediste diversicolor,-4.235,50.469
Nereididae,Hediste,Hediste diversicolor,-4.235,51.641
Nereididae,Hediste,Hediste diversicolor,-4.234,51.646
Nereididae,Hediste,Hediste diversicolor,-4.234,50.469
Nereididae,Hediste,Hediste diversicolor,-4.234,51.636
Nereididae,Hediste,Hediste diversicolor,-4.233,51.632
Nereididae,Hediste,Hediste diversicolor,-4.233,51.646
Nereididae,Hediste,Hediste diversicolor,-4.232,50.469
Nereididae,Hediste,Hediste diversicolor,-4.232,51.632
Nereididae,Hediste,Hediste diversicolor,-4.231,53.342
Nereididae,Hediste,Hediste diversicolor,-4.23,50.457
Nereididae,Hediste,Hediste diversicolor,-4.23,57.549
Nereididae,Hediste,Hediste diversicolor,-4.23,53.342
Nereididae,Hediste,Hediste diversicolor,-4.229,53.175
Nereididae,Hediste,Hediste diversicolor,-4.228,57.55
Nereididae,Hediste,Hediste diversicolor,-4.226,53.183
Nereididae,Hediste,Hediste diversicolor,-4.226,50.457
Nereididae,Hediste,Hediste diversicolor,-4.225,50.458
Nereididae,Hediste,Hediste diversicolor,-4.225,50.425
Nereididae,Hediste,Hediste diversicolor,-4.224,50.474
Nereididae,Hediste,Hediste diversicolor,-4.224,52.258
Nereididae,Hediste,Hediste diversicolor,-4.223,50.488
Nereididae,Hediste,Hediste diversicolor,-4.223,50.463
Nereididae,Hediste,Hediste diversicolor,-4.223,50.491
Nereididae,Hediste,Hediste diversicolor,-4.223,50.465
Nereididae,Hediste,Hediste diversicolor,-4.223,57.55
Nereididae,Hediste,Hediste diversicolor,-4.222,50.366
Nereididae,Hediste,Hediste diversicolor,-4.221,50.474
Nereididae,Hediste,Hediste diversicolor,-4.22,50.474
Nereididae,Hediste,Hediste diversicolor,-4.22,50.466
Nereididae,Hediste,Hediste diversicolor,-4.22,50.366
Nereididae,Hediste,Hediste diversicolor,-4.22,57.551
Nereididae,Hediste,Hediste diversicolor,-4.219,50.498
Nereididae,Hediste,Hediste diversicolor,-4.218,50.484
Nereididae,Hediste,Hediste diversicolor,-4.218,57.546
Nereididae,Hediste,Hediste diversicolor,-4.217,50.482
Nereididae,Hediste,Hediste diversicolor,-4.217,50.478
Nereididae,Hediste,Hediste diversicolor,-4.217,50.393
Nereididae,Hediste,Hediste diversicolor,-4.215,57.547
Nereididae,Hediste,Hediste diversicolor,-4.215,52.577
Nereididae,Hediste,Hediste diversicolor,-4.214,51.685
Nereididae,Hediste,Hediste diversicolor,-4.214,50.368
Nereididae,Hediste,Hediste diversicolor,-4.213,51.684
Nereididae,Hediste,Hediste diversicolor,-4.212,53.298
Nereididae,Hediste,Hediste diversicolor,-4.21,53.301
Nereididae,Hediste,Hediste diversicolor,-4.21,53.3
Nereididae,Hediste,Hediste diversicolor,-4.21,50.404
Nereididae,Hediste,Hediste diversicolor,-4.21,50.405
Nereididae,Hediste,Hediste diversicolor,-4.209,50.404
Nereididae,Hediste,Hediste diversicolor,-4.209,51.64
Nereididae,Hediste,Hediste diversicolor,-4.209,50.405
Nereididae,Hediste,Hediste diversicolor,-4.208,51.64
Nereididae,Hediste,Hediste diversicolor,-4.208,50.396
Nereididae,Hediste,Hediste diversicolor,-4.208,50.404
Nereididae,Hediste,Hediste diversicolor,-4.208,51.194
Nereididae,Hediste,Hediste diversicolor,-4.208,50.406
Nereididae,Hediste,Hediste diversicolor,-4.208,50.405
Nereididae,Hediste,Hediste diversicolor,-4.207,51.057
Nereididae,Hediste,Hediste diversicolor,-4.207,51.01
Nereididae,Hediste,Hediste diversicolor,-4.207,53.194
Nereididae,Hediste,Hediste diversicolor,-4.207,51.685
Nereididae,Hediste,Hediste diversicolor,-4.207,50.405
Nereididae,Hediste,Hediste diversicolor,-4.206,50.426
Nereididae,Hediste,Hediste diversicolor,-4.206,50.429
Nereididae,Hediste,Hediste diversicolor,-4.205,50.454
Nereididae,Hediste,Hediste diversicolor,-4.205,51.639
Nereididae,Hediste,Hediste diversicolor,-4.205,53.351
Nereididae,Hediste,Hediste diversicolor,-4.204,50.392
Nereididae,Hediste,Hediste diversicolor,-4.203,51.014
Nereididae,Hediste,Hediste diversicolor,-4.203,51.012
Nereididae,Hediste,Hediste diversicolor,-4.203,51.638
Nereididae,Hediste,Hediste diversicolor,-4.203,51.639
Nereididae,Hediste,Hediste diversicolor,-4.203,51.681
Nereididae,Hediste,Hediste diversicolor,-4.203,50.451
Nereididae,Hediste,Hediste diversicolor,-4.202,50.406
Nereididae,Hediste,Hediste diversicolor,-4.202,50.348
Nereididae,Hediste,Hediste diversicolor,-4.202,51.632
Nereididae,Hediste,Hediste diversicolor,-4.202,51.638
Nereididae,Hediste,Hediste diversicolor,-4.201,50.367
Nereididae,Hediste,Hediste diversicolor,-4.2,51.003
Nereididae,Hediste,Hediste diversicolor,-4.2,53.179
Nereididae,Hediste,Hediste diversicolor,-4.199,51.638
Nereididae,Hediste,Hediste diversicolor,-4.199,51.037
Nereididae,Hediste,Hediste diversicolor,-4.199,50.422
Nereididae,Hediste,Hediste diversicolor,-4.199,51.639
Nereididae,Hediste,Hediste diversicolor,-4.199,50.423
Nereididae,Hediste,Hediste diversicolor,-4.199,51.003
Nereididae,Hediste,Hediste diversicolor,-4.198,50.422
Nereididae,Hediste,Hediste diversicolor,-4.197,51.643
Nereididae,Hediste,Hediste diversicolor,-4.197,51.669
Nereididae,Hediste,Hediste diversicolor,-4.197,51.638
Nereididae,Hediste,Hediste diversicolor,-4.197,50.351
Nereididae,Hediste,Hediste diversicolor,-4.197,50.419
Nereididae,Hediste,Hediste diversicolor,-4.197,53.299
Nereididae,Hediste,Hediste diversicolor,-4.197,51.642
Nereididae,Hediste,Hediste diversicolor,-4.197,50.362
Nereididae,Hediste,Hediste diversicolor,-4.196,50.351
Nereididae,Hediste,Hediste diversicolor,-4.196,51.642
Nereididae,Hediste,Hediste diversicolor,-4.194,50.385
Nereididae,Hediste,Hediste diversicolor,-4.192,51
Nereididae,Hediste,Hediste diversicolor,-4.192,50.359
Nereididae,Hediste,Hediste diversicolor,-4.192,51.636
Nereididae,Hediste,Hediste diversicolor,-4.192,51.068
Nereididae,Hediste,Hediste diversicolor,-4.191,51.636
Nereididae,Hediste,Hediste diversicolor,-4.191,50.382
Nereididae,Hediste,Hediste diversicolor,-4.19,51.047
Nereididae,Hediste,Hediste diversicolor,-4.19,51.636
Nereididae,Hediste,Hediste diversicolor,-4.189,50.381
Nereididae,Hediste,Hediste diversicolor,-4.188,53.214
Nereididae,Hediste,Hediste diversicolor,-4.187,51
Nereididae,Hediste,Hediste diversicolor,-4.187,50.999
Nereididae,Hediste,Hediste diversicolor,-4.186,50.992
Nereididae,Hediste,Hediste diversicolor,-4.186,57.486
Nereididae,Hediste,Hediste diversicolor,-4.185,51.66
Nereididae,Hediste,Hediste diversicolor,-4.185,57.49
Nereididae,Hediste,Hediste diversicolor,-4.185,50.425
Nereididae,Hediste,Hediste diversicolor,-4.184,51.66
Nereididae,Hediste,Hediste diversicolor,-4.183,50.424
Nereididae,Hediste,Hediste diversicolor,-4.183,57.486
Nereididae,Hediste,Hediste diversicolor,-4.182,50.992
Nereididae,Hediste,Hediste diversicolor,-4.182,57.491
Nereididae,Hediste,Hediste diversicolor,-4.182,50.425
Nereididae,Hediste,Hediste diversicolor,-4.181,51.677
Nereididae,Hediste,Hediste diversicolor,-4.18,50.434
Nereididae,Hediste,Hediste diversicolor,-4.179,50.994
Nereididae,Hediste,Hediste diversicolor,-4.178,53.342
Nereididae,Hediste,Hediste diversicolor,-4.176,51.672
Nereididae,Hediste,Hediste diversicolor,-4.176,52.358
Nereididae,Hediste,Hediste diversicolor,-4.176,51.671
Nereididae,Hediste,Hediste diversicolor,-4.175,53.252
Nereididae,Hediste,Hediste diversicolor,-4.175,51.671
Nereididae,Hediste,Hediste diversicolor,-4.174,53.252
Nereididae,Hediste,Hediste diversicolor,-4.174,53.222
Nereididae,Hediste,Hediste diversicolor,-4.174,57.864
Nereididae,Hediste,Hediste diversicolor,-4.174,57.865
Nereididae,Hediste,Hediste diversicolor,-4.173,50.443
Nereididae,Hediste,Hediste diversicolor,-4.172,57.864
Nereididae,Hediste,Hediste diversicolor,-4.172,57.865
Nereididae,Hediste,Hediste diversicolor,-4.171,50.359
Nereididae,Hediste,Hediste diversicolor,-4.17,53.162
Nereididae,Hediste,Hediste diversicolor,-4.169,53.162
Nereididae,Hediste,Hediste diversicolor,-4.168,50.444
Nereididae,Hediste,Hediste diversicolor,-4.168,57.555
Nereididae,Hediste,Hediste diversicolor,-4.167,57.493
Nereididae,Hediste,Hediste diversicolor,-4.167,51.664
Nereididae,Hediste,Hediste diversicolor,-4.167,50.452
Nereididae,Hediste,Hediste diversicolor,-4.167,51.589
Nereididae,Hediste,Hediste diversicolor,-4.166,50.45
Nereididae,Hediste,Hediste diversicolor,-4.166,51.645
Nereididae,Hediste,Hediste diversicolor,-4.166,57.491
Nereididae,Hediste,Hediste diversicolor,-4.165,50.45
Nereididae,Hediste,Hediste diversicolor,-4.165,50.453
Nereididae,Hediste,Hediste diversicolor,-4.164,50.453
Nereididae,Hediste,Hediste diversicolor,-4.164,51.654
Nereididae,Hediste,Hediste diversicolor,-4.163,57.492
Nereididae,Hediste,Hediste diversicolor,-4.161,51.66
Nereididae,Hediste,Hediste diversicolor,-4.161,51.637
Nereididae,Hediste,Hediste diversicolor,-4.16,50.454
Nereididae,Hediste,Hediste diversicolor,-4.16,51.637
Nereididae,Hediste,Hediste diversicolor,-4.16,50.361
Nereididae,Hediste,Hediste diversicolor,-4.16,57.666
Nereididae,Hediste,Hediste diversicolor,-4.159,51.642
Nereididae,Hediste,Hediste diversicolor,-4.159,51.653
Nereididae,Hediste,Hediste diversicolor,-4.159,51.659
Nereididae,Hediste,Hediste diversicolor,-4.159,57.675
Nereididae,Hediste,Hediste diversicolor,-4.158,51.655
Nereididae,Hediste,Hediste diversicolor,-4.157,51.643
Nereididae,Hediste,Hediste diversicolor,-4.157,51.638
Nereididae,Hediste,Hediste diversicolor,-4.157,51.641
Nereididae,Hediste,Hediste diversicolor,-4.157,57.503
Nereididae,Hediste,Hediste diversicolor,-4.157,57.667
Nereididae,Hediste,Hediste diversicolor,-4.157,53.229
Nereididae,Hediste,Hediste diversicolor,-4.157,57.672
Nereididae,Hediste,Hediste diversicolor,-4.156,51.638
Nereididae,Hediste,Hediste diversicolor,-4.156,51.642
Nereididae,Hediste,Hediste diversicolor,-4.156,57.675
Nereididae,Hediste,Hediste diversicolor,-4.156,51.085
Nereididae,Hediste,Hediste diversicolor,-4.155,50.456
Nereididae,Hediste,Hediste diversicolor,-4.154,51.64
Nereididae,Hediste,Hediste diversicolor,-4.154,51.654
Nereididae,Hediste,Hediste diversicolor,-4.154,57.669
Nereididae,Hediste,Hediste diversicolor,-4.154,57.673
Nereididae,Hediste,Hediste diversicolor,-4.154,57.504
Nereididae,Hediste,Hediste diversicolor,-4.153,51.641
Nereididae,Hediste,Hediste diversicolor,-4.153,51.639
Nereididae,Hediste,Hediste diversicolor,-4.152,53.23
Nereididae,Hediste,Hediste diversicolor,-4.152,51.652
Nereididae,Hediste,Hediste diversicolor,-4.152,51.651
Nereididae,Hediste,Hediste diversicolor,-4.152,57.664
Nereididae,Hediste,Hediste diversicolor,-4.152,57.67
Nereididae,Hediste,Hediste diversicolor,-4.151,53.233
Nereididae,Hediste,Hediste diversicolor,-4.151,52.91
Nereididae,Hediste,Hediste diversicolor,-4.151,51.64
Nereididae,Hediste,Hediste diversicolor,-4.151,51.647
Nereididae,Hediste,Hediste diversicolor,-4.151,52.803
Nereididae,Hediste,Hediste diversicolor,-4.15,52.909
Nereididae,Hediste,Hediste diversicolor,-4.149,53.233
Nereididae,Hediste,Hediste diversicolor,-4.148,57.665
Nereididae,Hediste,Hediste diversicolor,-4.148,50.362
Nereididae,Hediste,Hediste diversicolor,-4.147,50.382
Nereididae,Hediste,Hediste diversicolor,-4.147,50.383
Nereididae,Hediste,Hediste diversicolor,-4.147,50.363
Nereididae,Hediste,Hediste diversicolor,-4.147,57.855
Nereididae,Hediste,Hediste diversicolor,-4.145,51.639
Nereididae,Hediste,Hediste diversicolor,-4.145,51.569
Nereididae,Hediste,Hediste diversicolor,-4.145,53.235
Nereididae,Hediste,Hediste diversicolor,-4.144,53.235
Nereididae,Hediste,Hediste diversicolor,-4.144,51.639
Nereididae,Hediste,Hediste diversicolor,-4.143,53.234
Nereididae,Hediste,Hediste diversicolor,-4.142,53.217
Nereididae,Hediste,Hediste diversicolor,-4.142,51.656
Nereididae,Hediste,Hediste diversicolor,-4.142,51.657
Nereididae,Hediste,Hediste diversicolor,-4.142,51.655
Nereididae,Hediste,Hediste diversicolor,-4.141,51.656
Nereididae,Hediste,Hediste diversicolor,-4.141,51.657
Nereididae,Hediste,Hediste diversicolor,-4.14,51.655
Nereididae,Hediste,Hediste diversicolor,-4.14,51.657
Nereididae,Hediste,Hediste diversicolor,-4.139,51.657
Nereididae,Hediste,Hediste diversicolor,-4.138,51.642
Nereididae,Hediste,Hediste diversicolor,-4.138,53.241
Nereididae,Hediste,Hediste diversicolor,-4.138,57.666
Nereididae,Hediste,Hediste diversicolor,-4.138,52.818
Nereididae,Hediste,Hediste diversicolor,-4.137,51.642
Nereididae,Hediste,Hediste diversicolor,-4.137,57.517
Nereididae,Hediste,Hediste diversicolor,-4.136,53.24
Nereididae,Hediste,Hediste diversicolor,-4.135,52.916
Nereididae,Hediste,Hediste diversicolor,-4.135,57.667
Nereididae,Hediste,Hediste diversicolor,-4.134,52.821
Nereididae,Hediste,Hediste diversicolor,-4.134,52.916
Nereididae,Hediste,Hediste diversicolor,-4.134,51.653
Nereididae,Hediste,Hediste diversicolor,-4.134,52.915
Nereididae,Hediste,Hediste diversicolor,-4.133,53.233
Nereididae,Hediste,Hediste diversicolor,-4.132,57.664
Nereididae,Hediste,Hediste diversicolor,-4.131,51.081
Nereididae,Hediste,Hediste diversicolor,-4.13,53.236
Nereididae,Hediste,Hediste diversicolor,-4.13,57.664
Nereididae,Hediste,Hediste diversicolor,-4.13,52.825
Nereididae,Hediste,Hediste diversicolor,-4.13,50.356
Nereididae,Hediste,Hediste diversicolor,-4.129,51.657
Nereididae,Hediste,Hediste diversicolor,-4.129,51.656
Nereididae,Hediste,Hediste diversicolor,-4.129,51.09
Nereididae,Hediste,Hediste diversicolor,-4.129,53.236
Nereididae,Hediste,Hediste diversicolor,-4.128,51.09
Nereididae,Hediste,Hediste diversicolor,-4.128,51.093
Nereididae,Hediste,Hediste diversicolor,-4.128,52.921
Nereididae,Hediste,Hediste diversicolor,-4.128,51.656
Nereididae,Hediste,Hediste diversicolor,-4.128,51.657
Nereididae,Hediste,Hediste diversicolor,-4.128,52.919
Nereididae,Hediste,Hediste diversicolor,-4.128,50.357
Nereididae,Hediste,Hediste diversicolor,-4.127,51.657
Nereididae,Hediste,Hediste diversicolor,-4.127,51.656
Nereididae,Hediste,Hediste diversicolor,-4.127,52.921
Nereididae,Hediste,Hediste diversicolor,-4.127,52.922
Nereididae,Hediste,Hediste diversicolor,-4.127,52.928
Nereididae,Hediste,Hediste diversicolor,-4.126,50.344
Nereididae,Hediste,Hediste diversicolor,-4.126,51.657
Nereididae,Hediste,Hediste diversicolor,-4.126,51.667
Nereididae,Hediste,Hediste diversicolor,-4.126,51.093
Nereididae,Hediste,Hediste diversicolor,-4.126,51.658
Nereididae,Hediste,Hediste diversicolor,-4.126,51.656
Nereididae,Hediste,Hediste diversicolor,-4.126,50.359
Nereididae,Hediste,Hediste diversicolor,-4.126,52.928
Nereididae,Hediste,Hediste diversicolor,-4.125,51.667
Nereididae,Hediste,Hediste diversicolor,-4.125,52.929
Nereididae,Hediste,Hediste diversicolor,-4.125,51.657
Nereididae,Hediste,Hediste diversicolor,-4.125,51.656
Nereididae,Hediste,Hediste diversicolor,-4.125,52.928
Nereididae,Hediste,Hediste diversicolor,-4.125,51.658
Nereididae,Hediste,Hediste diversicolor,-4.124,52.896
Nereididae,Hediste,Hediste diversicolor,-4.124,52.923
Nereididae,Hediste,Hediste diversicolor,-4.124,51.079
Nereididae,Hediste,Hediste diversicolor,-4.124,52.897
Nereididae,Hediste,Hediste diversicolor,-4.124,52.898
